"","Comp","Player","Pos","Age","Squad","xG_Expected","Mins_Per_90","shg.player","psg.player","dfg.player","drg.player","stm.player","kpr","tot.player"
"1","La Liga","Pedro Ortiz","MF","21-173","Sevilla",0.4,0.1,89,99,62,50,85,64,99
"2","Ligue 1","Pablo Sarabia","FW","29-273","Paris S-G",0.8,0.2,99,50,54,62,88,64,95
"3","Ligue 1","Ibrahima Koné","FW","22-237","Lorient",0.8,0.2,99,50,53,50,65,64,94
"4","Serie A","Matìas Soulé","FW","18-299","Juventus",0.1,0.1,74,78,50,74,66,64,93
"5","Premier League","Kaide Gordon","FW","17-126","Liverpool",0.4,0.1,89,50,85,50,89,64,93
"6","La Liga","Peter González","FW","19-198","Real Madrid",0.2,0.1,79,60,77,74,89,64,93
"7","Bundesliga","Mickaël Cuisance","MF","22-176","Bayern Munich",0,0.1,50,96,56,74,84,64,93
"8","Premier League","Divock Origi","FW","26-296","Liverpool",0.7,0.5,88,51,56,57,66,64,92
"9","Serie A","Fernando Forestieri","FW","32-024","Udinese",1,0.6,79,61,58,54,63,64,91
"10","Serie A","Luca Gemello","GK","21-220","Torino",0,1,50,51,50,50,55,99,91
"11","Premier League","Zack Steffen","GK","26-312","Manchester City",0,1,50,50,50,50,55,99,91
"12","La Liga","Hugo Duro","DF","22-090","Getafe",0.1,0.1,84,50,50,50,63,64,91
"13","Bundesliga","Stefanos Kapino","GK","27-327","Arminia",0,1,50,50,50,50,54,99,91
"14","Ligue 1","Eiji Kawashima","GK","38-325","Strasbourg",0,1,50,50,50,50,54,99,91
"15","Ligue 1","Julian Pollersbeck","GK","27-176","Lyon",0,1.2,50,51,50,50,54,98,91
"16","Ligue 1","Yannis M'Bemba","FW","20-222","Nantes",0.1,0.1,84,50,73,50,70,64,90
"17","Premier League","Morgan Gibbs-White","FW","22-012","Wolves",0.1,0.1,74,64,50,50,81,64,89
"18","Premier League","Trézéguet","FW","27-130","Aston Villa",0.1,0.1,65,71,50,74,61,64,89
"19","Bundesliga","Saulo Decarli","DF","30-004","Bochum",0,0.1,70,50,73,50,75,64,89
"20","Bundesliga","Tomáš Ostrák","MF","22-003","Köln",0,0.2,55,82,55,81,86,64,89
"21","Serie A","Alex Meret","GK","24-323","Napoli",0,4,50,50,50,50,53,92,88
"22","Serie A","Denso Kasius","DF","19-125","Bologna",0.1,0.2,67,55,73,50,67,64,88
"23","Serie A","Wladimiro Falcone","GK","26-302","Sampdoria",0,4.5,50,50,50,50,55,91,88
"24","Premier League","Kepa Arrizabalaga","GK","27-128","Chelsea",0,4,50,50,50,50,55,92,88
"25","Premier League","Neco Williams","DF","20-301","Liverpool",0,0.1,50,92,50,99,65,64,88
"26","La Liga","Jesús Owono","GK","20-344","Alavés",0,1,50,51,50,50,53,90,88
"27","La Liga","Sergio Rico","GK","28-160","Mallorca",0,1,50,50,50,50,52,91,88
"28","Bundesliga","Diant Ramaj","GK","20-142","Eint Frankfurt",0,1,50,51,50,50,56,90,88
"29","Bundesliga","Frederik Rønnow","GK","29-188","Union Berlin",0,1,50,50,50,50,56,91,88
"30","Bundesliga","Michael Esser","GK","34-078","Bochum",0,1,50,51,50,50,56,91,88
"31","Ligue 1","Marcin Bulka","GK","22-127","Nice",0,1,50,50,50,50,53,91,88
"32","Ligue 1","Sergio Rico","GK","28-160","Paris S-G",0,0.3,50,50,50,50,55,91,88
"33","Serie A","Ilija Nestorovski","FW","31-333","Udinese",0.2,0.1,70,57,58,50,85,64,87
"34","Serie A","Jacopo Dezi","MF","29-363","Venezia",0,0.2,55,78,56,62,77,64,87
"35","Premier League","Caoimhín Kelleher","GK","23-077","Liverpool",0,2,50,50,50,50,56,89,87
"36","Premier League","Takumi Minamino","FW","27-023","Liverpool",1.5,1,70,55,51,50,73,64,87
"37","La Liga","Antonio Sivera","GK","25-181","Alavés",0,2.1,50,51,50,50,55,89,87
"38","La Liga","Luis Hernández","DF","32-300","Cádiz",0.1,0.2,57,71,50,50,74,64,87
"39","Ligue 1","Cesc Fàbregas","MF","34-280","Monaco",0,0.4,50,81,52,50,74,64,87
"40","Ligue 1","Sambou Soumano","FW","21-036","Lorient",2.2,1.6,71,51,52,58,66,64,87
"41","Serie A","Boris Radunovic","GK","25-258","Cagliari",0,3,50,50,50,50,54,86,86
"42","Serie A","Luca Lezzerini","GK","26-321","Venezia",0,4.5,50,50,50,50,55,86,86
"43","Premier League","Alphonse Areola","GK","28-346","West Ham",0,1,50,50,50,50,55,87,86
"44","Premier League","Ashley Fletcher","FW","26-129","Watford",0.4,0.3,66,57,59,50,71,64,86
"45","Premier League","Fraser Forster","GK","33-328","Southampton",0,5,50,50,50,50,55,85,86
"46","Premier League","Jesse Lingard","FW","29-055","Manchester Utd",0.3,1.1,66,57,56,52,72,64,86
"47","La Liga","Aarón Escandell","GK","26-134","Granada",0,3.2,50,51,50,50,55,85,86
"48","La Liga","Giorgi Mamardashvili","GK","21-132","Valencia",0,7,50,50,50,50,54,85,86
"49","La Liga","Hugo Álvarez","FW","36-232","Celta Vigo",0.2,0.1,70,50,69,50,74,64,86
"50","La Liga","Julen Agirrezabala","GK","21-044","Athletic Club",0,4,50,50,50,50,53,87,86
"51","La Liga","Leonardo Román","GK","21-217","Mallorca",0,2,50,50,50,51,55,85,86
"52","La Liga","Mathew Ryan","GK","29-306","Real Sociedad",0,3,50,50,51,50,55,86,86
"53","La Liga","Neto","GK","32-204","Barcelona",0,2,50,50,50,50,57,85,86
"54","La Liga","Raúl Parra","DF","22-074","Cádiz",0,0.1,50,64,83,50,86,64,86
"55","La Liga","Yassine Bounou","GK","30-309","Sevilla",0,18,50,50,50,50,55,86,86
"56","Bundesliga","Eric Maxim Choupo-Moting","FW","32-322","Bayern Munich",1.5,1.7,69,53,52,61,65,64,86
"57","Bundesliga","Gonçalo Paciência","FW","27-191","Eint Frankfurt",2.4,1.8,66,57,54,53,64,64,86
"58","Bundesliga","Lennart Grill","GK","23-014","Leverkusen",0,1,50,50,50,50,56,86,86
"59","Bundesliga","Marwin Hitz","GK","34-143","Dortmund",0,1.5,50,50,50,50,55,85,86
"60","Bundesliga","Steffen Tigges","FW","23-192","Dortmund",1,1.2,70,53,56,52,73,64,86
"61","Ligue 1","Dogan Alemdar","GK","19-102","Rennes",0,4,50,50,50,50,53,86,86
"62","Ligue 1","Gianluigi Donnarumma","GK","22-348","Paris S-G",0,10,50,50,50,50,54,87,86
"63","Ligue 1","Marc-Aurèle Caillard","GK","27-272","Metz",0,5,50,50,50,50,54,86,86
"64","Ligue 1","Paul Bernardoni","GK","24-296","Angers",0,13,50,50,50,50,54,87,86
"65","Ligue 1","Paul Bernardoni","GK","24-296","Saint-Étienne",0,4,50,50,50,50,54,87,86
"66","Ligue 1","Sergio Ramos","DF","35-315","Paris S-G",0.9,2.7,55,68,54,51,69,64,86
"67","Serie A","Andrea Conti","DF","27-343","Sampdoria",0.1,0.5,63,50,58,50,67,64,85
"68","Serie A","Bartlomiej Dragowski","GK","24-173","Fiorentina",0,4.2,50,50,50,50,57,84,85
"69","Serie A","Daniele Baselli","FW","29-333","Cagliari",0,0.1,50,64,55,99,85,64,85
"70","Serie A","Dušan Vlahovic","FW","22-011","Juventus",0.6,1,66,51,51,52,64,64,85
"71","Serie A","Federico Santander","FW","30-249","Bologna",0.4,0.7,63,58,54,54,71,64,85
"72","Serie A","Simone Verdi","FW","29-211","Salernitana",0,0.7,68,50,50,50,50,64,85
"73","Serie A","Simone Verdi","FW","29-211","Torino",0.3,0.5,67,50,54,50,63,64,85
"74","Premier League","Jason Steele","GK","31-174","Brighton",0,1,50,50,50,50,55,84,85
"75","Premier League","José Sá","GK","29-022","Wolves",0,21,50,51,50,50,54,83,85
"76","Premier League","Trent Alexander-Arnold","DF","23-124","Liverpool",2,19.7,53,64,55,52,67,64,85
"77","Premier League","Troy Deeney","FW","33-224","Watford",0.4,0.3,63,56,64,50,66,64,85
"78","La Liga","Ansu Fati","FW","19-100","Barcelona",1,2.4,65,53,51,53,65,64,85
"79","La Liga","Jaume Doménech","GK","31-095","Valencia",0,1.8,50,50,50,50,55,84,85
"80","La Liga","Joaquín","FW","40-202","Betis",0.4,1.3,59,61,54,56,63,64,85
"81","La Liga","Marko Dmitrovic","GK","30-015","Sevilla",0,4,50,50,50,50,54,84,85
"82","La Liga","Unai Simón","GK","24-242","Athletic Club",0,19,50,50,50,50,53,83,85
"83","La Liga","Vedat Muriqi","FW","27-290","Mallorca",1.1,1,67,51,51,52,60,64,85
"84","Bundesliga","Erling Haaland","FW","21-202","Dortmund",11.3,12.7,65,53,52,52,60,64,85
"85","Bundesliga","Fabian Bredlow","GK","26-343","Stuttgart",0,4,50,50,50,50,54,84,85
"86","Bundesliga","Kevin Stöger","MF","28-165","Mainz 05",1,2.3,60,69,53,52,73,64,85
"87","Bundesliga","Robert Lewandowski","FW","33-171","Bayern Munich",21.4,20.1,67,53,51,53,59,64,85
"88","Ligue 1","Andy Diouf","MF","19-267","Rennes",0,0.1,50,68,89,50,91,64,85
"89","Ligue 1","Cédric Bakambu","FW","30-303","Marseille",0.7,0.9,67,51,52,50,63,64,85
"90","Ligue 1","Habib Keita","MF","20-003","Lyon",0.2,0.1,99,50,50,50,60,64,85
"91","Ligue 1","Keylor Navas","GK","35-055","Paris S-G",0,12.7,50,50,50,50,54,84,85
"92","Ligue 1","Lionel Messi","FW","34-229","Paris S-G",5.6,10.9,59,65,51,58,65,64,85
"93","Ligue 1","Simon Banza","FW","25-179","Lens",1.2,1.4,64,54,52,59,63,64,85
"94","Ligue 1","Steve Mandanda","GK","36-317","Marseille",0,4,50,51,50,50,54,83,85
"95","Ligue 1","Wuilker Faríñez","GK","23-358","Lens",0,2.5,50,50,50,50,53,83,85
"96","Serie A","Alexis Sánchez","FW","33-051","Inter",2.5,6.3,58,58,51,55,65,64,84
"97","Serie A","Ciro Immobile","FW","31-353","Lazio",14,19.1,62,52,51,52,62,64,84
"98","Serie A","David Ospina","GK","33-161","Napoli",0,20,50,50,50,50,54,82,84
"99","Serie A","Diego Falcinelli","FW","30-227","Bologna",0.3,0.5,63,50,61,52,72,64,84
"100","Serie A","Domenico Berardi","FW","27-191","Sassuolo",7.7,20.3,58,58,53,52,64,64,84
"101","Serie A","Duván Zapata","FW","30-313","Atalanta",9.6,13.4,61,53,51,55,59,64,84
"102","Serie A","Federico Dimarco","DF","24-090","Inter",2.5,9,56,58,52,51,66,64,84
"103","Serie A","Francesco Rossi","GK","30-287","Atalanta",0,0.4,50,50,50,50,55,81,84
"104","Serie A","Ivor Pandur","GK","21-320","Hellas Verona",0,3,50,50,50,50,53,82,84
"105","Serie A","Josip Ilicic","FW","34-010","Atalanta",3.3,9.2,57,59,51,55,65,64,84
"106","Serie A","Julian Kristoffersen","FW","24-274","Salernitana",0,0.1,60,57,50,50,58,64,84
"107","Serie A","Lautaro Martínez","FW","24-170","Inter",11.2,14.3,62,52,52,52,61,64,84
"108","Serie A","Lorenzo Insigne","FW","30-249","Napoli",9.2,15,59,57,52,53,65,64,84
"109","Serie A","Luis Muriel","FW","30-298","Atalanta",3.2,8.2,59,56,51,57,64,64,84
"110","Serie A","Mattia Zanotti","DF","19-028","Inter",0,0.1,50,60,50,50,86,64,84
"111","Serie A","Niklas Pyyhtiä","MF","18-136","Bologna",0,0.2,50,68,52,62,79,64,84
"112","Serie A","Paulo Dybala","FW","28-085","Juventus",5.8,14.5,60,57,51,55,65,64,84
"113","Serie A","Robin Gosens","DF","27-218","Atalanta",1.5,5.1,56,57,54,50,62,64,84
"114","Serie A","Simone Zaza","FW","30-228","Torino",1,1.3,63,52,57,54,64,64,84
"115","Serie A","Stefano Okaka","FW","32-183","Udinese",0,0.2,55,64,60,50,68,64,84
"116","Serie A","Thomas Strakosha","GK","26-326","Lazio",0,9,50,50,50,50,54,81,84
"117","Serie A","Zlatan Ibrahimovic","FW","40-128","Milan",6.6,10.1,62,56,52,50,60,64,84
"118","Premier League","Aaron Ramsdale","GK","23-270","Arsenal",0,18,50,51,50,50,55,81,84
"119","Premier League","Aymeric Laporte","DF","27-257","Manchester City",3,18.1,53,61,54,50,64,64,84
"120","Premier League","David Raya","GK","26-146","Brentford",0,9,50,51,50,50,56,82,84
"121","Premier League","Edouard Mendy","GK","29-344","Chelsea",0,20,50,50,50,50,54,81,84
"122","Premier League","Hakim Ziyech","FW","28-326","Chelsea",2.8,8.7,58,57,53,55,67,64,84
"123","Premier League","João Cancelo","DF","27-257","Manchester City",2.2,21.9,53,63,55,53,67,64,84
"124","Premier League","Matt Doherty","DF","30-023","Tottenham",1.1,2.6,56,55,54,54,66,64,84
"125","Premier League","Mohamed Salah","FW","29-238","Liverpool",12.5,19.8,62,56,51,55,63,64,84
"126","Premier League","Patson Daka","FW","23-122","Leicester City",3.2,5,61,54,52,51,62,64,84
"127","Premier League","Philippe Coutinho","FW","29-241","Aston Villa",1,1.1,64,51,51,50,64,64,84
"128","Premier League","Reece James","DF","22-062","Chelsea",1.7,12.4,54,58,53,54,67,64,84
"129","Premier League","Riyad Mahrez","FW","30-352","Manchester City",5.1,9.4,59,56,51,54,64,64,84
"130","Premier League","Roberto Firmino","FW","30-129","Liverpool",4.1,6.7,59,56,51,54,67,64,84
"131","La Liga","Carlo","MF","20-361","Villarreal",0,0.1,50,71,50,50,61,64,84
"132","La Liga","Coke","DF","34-288","Levante",0,0.1,50,57,73,50,79,64,84
"133","La Liga","Cristo","DF","21-284","Real Sociedad",0,0.2,55,59,50,50,68,64,84
"134","La Liga","Dani Alves","DF","38-278","Barcelona",0.1,1.8,54,61,52,50,64,64,84
"135","La Liga","Gerard Moreno","FW","29-307","Villarreal",6.1,10.9,60,57,52,56,60,64,84
"136","La Liga","Gori","MF","19-269","Espanyol",0,0.1,50,71,50,50,71,64,84
"137","La Liga","Javier Díaz","GK","24-269","Sevilla",0,1,50,50,50,50,54,81,84
"138","La Liga","Jofre","DF","20-236","Espanyol",0,0.2,50,66,68,50,61,64,84
"139","La Liga","Jordi Alba","DF","32-324","Barcelona",0.8,15.8,52,61,53,51,67,64,84
"140","La Liga","Karim Benzema","FW","34-051","Real Madrid",11.8,18.9,62,56,51,53,61,64,84
"141","La Liga","Kike Hermoso","DF","22-182","Betis",0.2,1,58,50,67,52,63,64,84
"142","La Liga","Marcelo","DF","33-272","Real Madrid",0.1,1.5,52,61,59,58,73,64,84
"143","La Liga","Mario Hernández","DF","23-014","Rayo Vallecano",0.4,1.3,56,54,57,50,64,64,84
"144","La Liga","Vinicius Júnior","FW","21-211","Real Madrid",8.4,18.8,59,55,51,59,67,64,84
"145","Bundesliga","Josip Brekalo","MF","23-230","Wolfsburg",0,0.2,50,71,50,50,64,64,84
"146","Bundesliga","Kingsley Coman","FW","25-240","Bayern Munich",3.2,7.5,60,54,52,56,64,64,84
"147","Bundesliga","Leroy Sané","FW","26-028","Bayern Munich",7.6,14.7,60,57,52,57,66,64,84
"148","Bundesliga","Marc-Oliver Kempf","DF","27-011","Stuttgart",1,9.3,54,57,58,51,66,64,84
"149","Bundesliga","Matheus Cunha","FW","22-257","Hertha BSC",0.7,0.7,60,55,53,57,62,64,84
"150","Bundesliga","Patrik Schick","FW","26-015","Leverkusen",13.1,15.7,64,51,52,52,59,64,84
"151","Bundesliga","Pavel Kaderábek","DF","29-289","Hoffenheim",1.2,5.6,54,58,56,50,63,64,84
"152","Bundesliga","Philipp Pentke","GK","36-283","Hoffenheim",0,1,50,50,50,50,55,82,84
"153","Bundesliga","Raphaël Guerreiro","DF","28-048","Dortmund",1.3,11,53,60,54,52,66,64,84
"154","Bundesliga","Serge Gnabry","FW","26-209","Bayern Munich",6.2,14.4,59,56,51,58,67,64,84
"155","Bundesliga","Solomon Bonnah","DF","18-173","RB Leipzig",0,0.1,50,50,85,50,79,64,84
"156","Bundesliga","Soma Novothny","FW","27-237","Bochum",0.5,0.9,61,54,55,50,66,64,84
"157","Bundesliga","Tim Lemperle","FW","20-003","Köln",0.4,0.8,60,55,51,53,68,64,84
"158","Bundesliga","Yussuf Poulsen","FW","27-238","RB Leipzig",4.3,6.8,60,55,52,52,67,64,84
"159","Ligue 1","Adrien Truffert","DF","20-080","Rennes",1.6,9.3,54,57,54,53,67,64,84
"160","Ligue 1","Falaye Sacko","DF","26-283","Saint-Étienne",0,1,50,67,60,50,65,64,84
"161","Ligue 1","Jimmy Briand","FW","36-190","Bordeaux",1.4,2,61,55,53,50,66,64,84
"162","Ligue 1","Kylian Mbappé","FW","23-050","Paris S-G",12.9,19.7,61,55,51,58,61,64,84
"163","Ligue 1","Lucas Da Cunha","FW","20-244","Clermont Foot",0.1,0.8,59,52,54,70,63,64,84
"164","Ligue 1","Lucas Paquetá","FW","24-165","Lyon",8.2,17.1,59,56,52,57,69,64,84
"165","Ligue 1","Neymar","FW","30-003","Paris S-G",3.1,9.2,56,62,51,61,67,64,84
"166","Ligue 1","Patrick Roberts","DF","25-003","Troyes",0.2,0.2,60,54,50,50,55,64,84
"167","Ligue 1","Wesley Saïd","FW","26-295","Lens",3.7,6,62,54,51,52,65,64,84
"168","Serie A","Aleksandar Kolarov","DF","36-090","Inter",0,0.5,52,60,59,52,62,64,83
"169","Serie A","Andrea Conti","DF","27-343","Milan",0,0.1,50,50,85,50,63,64,83
"170","Serie A","Antonín Barák","FW","27-067","Hellas Verona",8.4,18,57,56,52,53,64,64,83
"171","Serie A","Arthur Theate","DF","21-259","Bologna",1.3,16.1,52,56,56,51,65,64,83
"172","Serie A","Axel Tuanzebe","DF","24-086","Napoli",0,0.1,50,57,62,50,65,64,83
"173","Serie A","Ciprian Tataru<U+0219>anu","GK","35-364","Milan",0,6,50,50,50,50,55,79,83
"174","Serie A","Cristian Ansaldi","DF","35-141","Torino",0.2,4,51,60,53,51,63,64,83
"175","Serie A","Cristiano Biraghi","DF","29-160","Fiorentina",2.7,20.7,53,56,52,51,64,64,83
"176","Serie A","Danilo","DF","30-208","Juventus",0.1,11,51,57,56,50,63,64,83
"177","Serie A","Danilo D'Ambrosio","DF","33-152","Inter",0.8,5.7,53,54,54,51,65,64,83
"178","Serie A","Darko Lazovic","DF","31-146","Hellas Verona",2.4,20.8,53,57,53,52,61,64,83
"179","Serie A","Davide Calabria","DF","25-064","Milan",1.7,11.2,54,57,54,51,65,64,83
"180","Serie A","Davide Faraoni","DF","30-106","Hellas Verona",1.2,18.4,52,57,53,51,64,64,83
"181","Serie A","Denzel Dumfries","DF","25-296","Inter",3.2,11.5,55,54,53,52,62,64,83
"182","Serie A","Domenico Criscito","DF","35-040","Genoa",4,14.4,54,56,57,51,63,64,83
"183","Serie A","Dries Mertens","FW","34-278","Napoli",3.6,8.5,60,53,51,52,64,64,83
"184","Serie A","Dušan Vlahovic","FW","22-011","Fiorentina",12.7,20.6,61,52,51,52,59,64,83
"185","Serie A","Edin Džeko","FW","35-328","Inter",7.7,16.9,59,54,52,52,60,64,83
"186","Serie A","Fabiano Parisi","DF","21-091","Empoli",0.3,7.1,52,58,54,54,65,64,83
"187","Serie A","Fabio Depaoli","DF","24-290","Hellas Verona",0.1,2.5,51,56,57,52,67,64,83
"188","Serie A","Faouzi Ghoulam","DF","31-007","Napoli",0.1,2.3,51,61,54,50,64,64,83
"189","Serie A","Felipe Caicedo","FW","33-156","Genoa",1.3,3.2,58,54,52,51,61,64,83
"190","Serie A","Gian Marco Ferrari","DF","29-358","Sassuolo",1.5,23.8,52,56,56,51,62,64,83
"191","Serie A","Gianluca Caprari","FW","28-193","Hellas Verona",4.6,17.3,56,56,51,55,65,64,83
"192","Serie A","Gianluca Scamacca","FW","23-038","Sassuolo",6.7,13.5,60,52,52,52,61,64,83
"193","Serie A","Giovanni Crociata","FW","24-181","Empoli",0.1,0.2,57,57,52,50,80,64,83
"194","Serie A","Giovanni Di Lorenzo","DF","28-188","Napoli",0.8,23.8,51,58,53,51,66,64,83
"195","Serie A","Giovanni Simeone","FW","26-218","Hellas Verona",6.3,16.6,59,51,51,53,64,64,83
"196","Serie A","Gleison Bremer","DF","24-327","Torino",3.1,20.3,52,53,62,51,66,64,83
"197","Serie A","Hirving Lozano","FW","26-193","Napoli",4.7,12.3,58,53,51,53,64,64,83
"198","Serie A","Ivan Perišic","DF","33-006","Inter",3.4,18.8,54,55,54,52,62,64,83
"199","Serie A","Juan Cuadrado","DF","33-258","Juventus",1.4,18,53,58,53,54,65,64,83
"200","Serie A","Kalidou Koulibaly","DF","30-233","Napoli",1.5,13.7,52,56,55,51,63,64,83
"201","Serie A","Laurens Serpe","DF","21-001","Genoa",0,0.5,50,57,58,50,67,64,83
"202","Serie A","Liberato Cacace","DF","21-134","Empoli",0,0.2,50,50,75,62,78,64,83
"203","Serie A","Lorenzo De Silvestri","DF","33-261","Bologna",1.1,15.9,52,56,55,51,63,64,83
"204","Serie A","Lucas Martínez Quarta","DF","25-274","Fiorentina",0.9,13,52,55,56,52,66,64,83
"205","Serie A","Luka Romero","FW","17-082","Lazio",0,0.2,60,50,68,50,61,64,83
"206","Serie A","Manolo Gabbiadini","FW","30-074","Sampdoria",3.9,12.7,58,54,51,51,59,64,83
"207","Serie A","Marco Benassi","DF","27-153","Fiorentina",0.1,1.8,52,58,57,51,67,64,83
"208","Serie A","Mário Rui","DF","30-257","Napoli",1.3,20.6,52,56,53,51,66,64,83
"209","Serie A","Mattia Perin","GK","29-090","Juventus",0,3,50,50,50,50,54,79,83
"210","Serie A","Mike Maignan","GK","26-220","Milan",0,18,50,50,50,50,55,80,83
"211","Serie A","Nicola Murru","DF","27-054","Sampdoria",0.1,4.9,52,56,54,50,63,64,83
"212","Serie A","Niki Mäenpää","GK","37-016","Venezia",0,5.5,50,50,50,50,54,79,83
"213","Serie A","Nikola Kalinic","FW","34-034","Hellas Verona",2.8,4.5,60,52,51,52,59,64,83
"214","Serie A","Panagiotis Retsos","DF","23-183","Hellas Verona",0,0.2,50,62,50,50,70,64,83
"215","Serie A","Paolo Faragò","MF","28-361","Cagliari",0.5,0.2,77,54,57,62,72,64,83
"216","Serie A","Petar Stojanovic","DF","26-124","Empoli",0.5,19.4,51,56,55,55,67,64,83
"217","Serie A","Rafael Leão","FW","22-243","Milan",5.7,15.8,58,55,51,58,59,64,83
"218","Serie A","Rafael Tolói","DF","31-121","Atalanta",0.9,11.7,51,57,56,51,64,64,83
"219","Serie A","Riccardo Saponara","FW","30-049","Fiorentina",1.3,8.6,55,58,51,53,60,64,83
"220","Serie A","Ruslan Malinovskyi","FW","28-280","Atalanta",2.6,13,56,58,51,55,68,64,83
"221","Serie A","Samir Handanovic","GK","37-209","Inter",0,23,50,50,50,50,54,78,83
"222","Serie A","Simone Bastoni","DF","25-095","Spezia",1.1,18.1,52,56,54,54,66,64,83
"223","Serie A","Simone Romagnoli","DF","31-364","Empoli",1.4,8.8,52,55,57,50,63,64,83
"224","Serie A","Stephan El Shaarawy","FW","29-104","Roma",1.9,7.8,57,55,52,55,63,64,83
"225","Serie A","Tammy Abraham","FW","24-129","Roma",12.4,21.6,59,53,52,52,61,64,83
"226","Serie A","Theo Hernández","DF","24-125","Milan",2.8,18.1,53,55,53,54,64,64,83
"227","Serie A","Victor Osimhen","FW","23-041","Napoli",6.4,10.9,60,51,52,52,61,64,83
"228","Serie A","Wilfried Singo","DF","21-045","Torino",1.9,18.8,53,54,54,54,64,64,83
"229","Serie A","Wojciech Szczesny","GK","31-296","Juventus",0,21,50,50,50,50,54,78,83
"230","Serie A","Yildirim Mert Çetin","DF","25-038","Hellas Verona",0,0.5,50,58,55,50,67,64,83
"231","Premier League","Aaron Cresswell","DF","32-055","West Ham",0.4,15.7,51,58,55,50,63,64,83
"232","Premier League","Adam Webster","DF","27-035","Brighton",0.3,11,51,58,58,51,64,64,83
"233","Premier League","Andreas Christensen","DF","25-304","Chelsea",0.3,11.1,50,57,62,51,65,64,83
"234","Premier League","Andrew Robertson","DF","27-334","Liverpool",1.1,15.5,51,60,55,52,66,64,83
"235","Premier League","Andriy Yarmolenko","FW","32-108","West Ham",0.3,1.1,58,53,52,54,67,64,83
"236","Premier League","Antonio Rüdiger","DF","28-342","Chelsea",1.8,23,52,57,55,50,63,64,83
"237","Premier League","Ayoze Pérez","FW","28-200","Leicester City",1,2.4,56,58,52,51,66,64,83
"238","Premier League","Ben Chilwell","DF","25-049","Chelsea",1.2,6,56,53,54,51,66,64,83
"239","Premier League","Benjamin Mendy","DF","27-206","Manchester City",0,0.9,50,62,56,53,69,64,83
"240","Premier League","César Azpilicueta","DF","32-164","Chelsea",0.7,15.4,51,57,56,51,68,64,83
"241","Premier League","Cristiano Ronaldo","FW","37-003","Manchester Utd",9.2,16.2,60,53,52,52,58,64,83
"242","Premier League","Dan Burn","DF","29-275","Brighton",1.2,11.4,52,55,59,50,64,64,83
"243","Premier League","Davinson Sánchez","DF","25-241","Tottenham",1.6,12.3,52,55,57,50,63,64,83
"244","Premier League","Diogo Jota","FW","25-066","Liverpool",11.5,17.1,60,54,51,54,65,64,83
"245","Premier League","Dominic Calvert-Lewin","FW","24-329","Everton",5.3,5.8,60,51,53,50,57,64,83
"246","Premier League","Ederson","GK","28-175","Manchester City",0,22,50,50,50,50,54,80,83
"247","Premier League","Emmanuel Dennis","FW","24-085","Watford",4.4,16.3,57,53,51,56,64,64,83
"248","Premier League","Ferrán Torres","FW","21-344","Manchester City",2.5,3.4,61,51,51,53,59,64,83
"249","Premier League","Finley Stevens","DF","18-304","Brentford",0,0.2,50,57,64,50,67,64,83
"250","Premier League","Harry Kane","FW","28-195","Tottenham",8.9,17.9,58,54,52,54,60,64,83
"251","Premier League","Jack Butland","GK","28-335","Crystal Palace",0,3,50,50,50,50,55,79,83
"252","Premier League","Jacob Murphy","DF","26-349","Newcastle Utd",1,9,53,54,54,52,65,64,83
"253","Premier League","Jarrad Branthwaite","DF","19-226","Everton",0.4,1,58,50,59,50,58,64,83
"254","Premier League","Joe Gomez","DF","24-261","Liverpool",0,0.2,50,54,73,50,62,64,83
"255","Premier League","Joël Matip","DF","30-184","Liverpool",1.5,17,52,58,56,52,63,64,83
"256","Premier League","John Stones","DF","27-256","Manchester City",0.8,5.6,53,55,56,50,61,64,83
"257","Premier League","Kelechi Iheanacho","FW","25-128","Leicester City",2.1,6.6,56,56,51,54,64,64,83
"258","Premier League","Kyle Walker","DF","31-256","Manchester City",0.2,13.5,51,60,52,51,65,64,83
"259","Premier League","Leandro Trossard","FW","27-066","Brighton",4.3,19.3,56,55,51,55,64,64,83
"260","Premier League","Lucas Digne","DF","28-203","Aston Villa",0.1,2,52,57,57,52,65,64,83
"261","Premier League","Luke Ayling","DF","30-167","Leeds United",0.5,12,51,57,56,52,66,64,83
"262","Premier League","Marcos Alonso","DF","31-042","Chelsea",1.8,15.9,53,56,57,52,65,64,83
"263","Premier League","Marcus Rashford","FW","24-100","Manchester Utd",2.2,7.2,57,54,52,55,62,64,83
"264","Premier League","Mason Greenwood","FW","20-130","Manchester Utd",4.6,14.1,58,54,51,55,61,64,83
"265","Premier League","Matt Targett","DF","26-143","Aston Villa",0.5,15.9,51,58,54,50,63,64,83
"266","Premier League","Maxwel Cornet","FW","25-134","Burnley",2.1,7.7,59,52,52,52,61,64,83
"267","Premier League","Mohammed Salisu","DF","22-297","Southampton",0.9,20,51,56,61,51,64,64,83
"268","Premier League","Odsonne Édouard","FW","24-023","Crystal Palace",6.3,12.9,58,53,52,54,63,64,83
"269","Premier League","Oleksandr Zinchenko","DF","25-055","Manchester City",0.1,5.6,51,61,54,51,65,64,83
"270","Premier League","Pablo Marí","DF","28-161","Arsenal",0.3,2,51,56,61,51,62,64,83
"271","Premier League","Patrick Bamford","FW","28-156","Leeds United",3.2,5.1,59,53,53,52,62,64,83
