"","Comp","Player","Pos","Age","Squad","xG_Expected","Mins_Per_90","shg.player","psg.player","dfg.player","drg.player","stm.player","kpr","tot.player"
"1948","Premier League","Saman Ghoddos","MF","28-155","Brentford",0.6,4,54,56,54,52,67,64,80
"1949","Premier League","Scott McTominay","MF","25-062","Manchester Utd",0.7,16.2,52,56,55,53,65,64,80
"1950","Premier League","Steven Alzate","MF","23-153","Brighton",0.1,2.8,51,56,58,51,66,64,80
"1951","Premier League","Tanguy Ndombele","MF","25-042","Tottenham",0.5,5.4,53,56,51,56,66,64,80
"1952","Premier League","Thomas Partey","MF","28-240","Arsenal",1.5,14.7,53,58,54,53,64,64,80
"1953","Premier League","Tom Davies","MF","23-223","Everton",0.9,1.8,59,54,55,50,66,64,80
"1954","Premier League","Vitaly Janelt","MF","23-274","Brentford",1.5,15,53,56,54,51,65,64,80
"1955","La Liga","Alberto Perea","MF","31-051","Cádiz",0.9,8.1,53,56,53,58,66,64,80
"1956","La Liga","Álex Fernández","MF","29-116","Cádiz",2.4,16.3,52,56,54,51,67,64,80
"1957","La Liga","Álvaro Aguirre","FW","22-005","Rayo Vallecano",0,0.1,50,50,58,50,69,64,80
"1958","La Liga","Andrés Guardado","MF","35-133","Betis",0.6,12,51,57,55,51,65,64,80
"1959","La Liga","Ángel Montoro","MF","33-228","Granada",0.7,12,52,56,54,51,64,64,80
"1960","La Liga","Anthony Martial","FW","26-065","Sevilla",0,0.8,50,51,54,56,65,64,80
"1961","La Liga","Barbero","FW","23-175","Osasuna",0,0.2,50,50,58,50,76,64,80
"1962","La Liga","Blanco","MF","21-200","Real Madrid",0,0.3,50,55,63,66,74,64,80
"1963","La Liga","Brais Méndez","MF","25-032","Celta Vigo",2.8,19.4,54,56,53,53,68,64,80
"1964","La Liga","Cárdenas","GK","24-317","Levante",0,9,50,50,50,50,54,72,80
"1965","La Liga","Casemiro","MF","29-350","Real Madrid",1.6,18.6,52,58,56,51,68,64,80
"1966","La Liga","David Silva","MF","36-031","Real Sociedad",0.8,9.1,52,56,51,54,64,64,80
"1967","La Liga","David Timor","MF","32-114","Getafe",0.2,3.8,52,57,54,51,61,64,80
"1968","La Liga","Denis Suárez","MF","28-033","Celta Vigo",1.3,18,52,57,52,53,68,64,80
"1969","La Liga","Diego Lainez","FW","21-244","Betis",0,0.8,50,52,50,58,65,64,80
"1970","La Liga","Eduardo Camavinga","MF","19-090","Real Madrid",0.8,5.7,53,57,52,55,74,64,80
"1971","La Liga","Enis Bardhi","MF","26-221","Levante",3.1,10.7,55,55,52,55,65,64,80
"1972","La Liga","Federico Valverde","MF","23-201","Real Madrid",0.4,11,52,57,53,53,65,64,80
"1973","La Liga","Fidel","MF","32-104","Elche",1.9,16,52,57,52,53,64,64,80
"1974","La Liga","Francis Coquelin","MF","30-271","Villarreal",0.2,6.3,52,58,54,54,67,64,80
"1975","La Liga","Frenkie de Jong","MF","24-272","Barcelona",2.4,16.5,52,58,52,53,64,64,80
"1976","La Liga","Gavi Paez","MF","17-187","Barcelona",2.2,13.4,53,57,52,53,67,64,80
"1977","La Liga","Guido Rodríguez","MF","27-302","Betis",0.7,15.9,52,56,55,52,68,64,80
"1978","La Liga","Iñigo Ruiz de Galarreta","MF","28-186","Mallorca",0.4,13.8,51,58,54,53,65,64,80
"1979","La Liga","Ivan Rakitic","MF","33-335","Sevilla",2.1,13.5,53,58,53,51,66,64,80
"1980","La Liga","Joan Jordán","MF","27-217","Sevilla",0.8,17.8,51,57,53,52,67,64,80
"1981","La Liga","Jon Morcillo","MF","23-146","Athletic Club",0.4,0.6,55,54,51,50,76,64,80
"1982","La Liga","Jordi Mboula","FW","22-329","Mallorca",0.3,4.8,51,51,51,55,62,64,80
"1983","La Liga","José Campaña","MF","28-253","Levante",1.2,11.4,52,58,53,53,66,64,80
"1984","La Liga","José Luis García Vayá","MF","23-181","Levante",0,8.4,50,57,53,51,67,64,80
"1985","La Liga","Keidi Bare","MF","24-164","Espanyol",0.2,8.7,50,58,54,51,65,64,80
"1986","La Liga","Koke","MF","30-031","Atlético Madrid",0.9,16.9,51,59,52,51,67,64,80
"1987","La Liga","Landry Dimata","FW","24-160","Espanyol",0.7,5.3,52,51,52,52,59,64,80
"1988","La Liga","Luís Maximiano","GK","23-034","Granada",0,18.8,50,50,50,50,55,71,80
"1989","La Liga","Luis Milla","MF","27-124","Granada",1.1,16.5,51,58,53,52,66,64,80
"1990","La Liga","Mamadou Sylla","FW","27-325","Alavés",0.2,4.4,51,51,52,53,62,64,80
"1991","La Liga","Manu García","MF","24-037","Alavés",0.1,8.1,51,59,52,55,65,64,80
"1992","La Liga","Manu Morlanes","MF","23-027","Espanyol",0.7,11,52,57,54,52,65,64,80
"1993","La Liga","Manu Vallejo","FW","24-359","Alavés",0,0.4,50,52,52,50,64,64,80
"1994","La Liga","Martín","MF","22-344","Cádiz",0.1,1.3,52,58,55,52,63,64,80
"1995","La Liga","Matías Dituro","GK","34-276","Celta Vigo",0,23,50,50,50,50,55,72,80
"1996","La Liga","Mikel Vesga","MF","28-263","Athletic Club",0.4,5.1,51,59,58,52,66,64,80
"1997","La Liga","Milutin Osmajic","FW","22-198","Cádiz",0.3,2.9,52,50,53,52,61,64,80
"1998","La Liga","Naïs Djouahra","MF","22-077","Real Sociedad",0,0.2,50,57,64,50,74,64,80
"1999","La Liga","Nicolás González","MF","20-036","Barcelona",1.4,10.6,53,56,52,55,68,64,80
"2000","La Liga","Oier Zarraga","MF","23-035","Athletic Club",0.4,8.5,52,57,52,51,63,64,80
"2001","La Liga","Óliver Torres","MF","27-090","Sevilla",0.8,6.5,54,57,52,52,68,64,80
"2002","La Liga","Óscar Trejo","MF","33-288","Rayo Vallecano",3,14.5,53,58,51,57,69,64,80
"2003","La Liga","Óscar Valentín","MF","27-172","Rayo Vallecano",1,14.5,51,56,55,51,70,64,80
"2004","La Liga","Pathé Ciss","MF","27-329","Rayo Vallecano",0.9,7.3,53,55,58,52,65,64,80
"2005","La Liga","Pedri","MF","19-075","Barcelona",0.3,3.4,51,58,52,53,67,64,80
"2006","La Liga","Riqui Puig","MF","22-179","Barcelona",0.3,3.4,52,57,51,53,69,64,80
"2007","La Liga","Robert Ibáñez","MF","28-323","Osasuna",0.4,1,55,57,53,54,67,64,80
"2008","La Liga","Roberto Navarro","MF","19-302","Real Sociedad",0.7,2.2,56,55,53,54,70,64,80
"2009","La Liga","Roberto Torres","MF","32-338","Osasuna",1.9,6.2,55,56,53,52,62,64,80
"2010","La Liga","Rubén Peña","MF","30-205","Villarreal",0.2,1.4,54,55,56,55,69,64,80
"2011","La Liga","Rubén Rochina","MF","30-322","Granada",0.6,7.6,53,57,52,53,67,64,80
"2012","La Liga","Santi Comesaña","MF","25-126","Rayo Vallecano",2.8,18.3,52,58,54,54,70,64,80
"2013","La Liga","Sergi Roberto","MF","30-001","Barcelona",1.6,4.4,55,56,52,53,63,64,80
"2014","La Liga","Tete Morente","MF","25-066","Elche",1.5,9.3,54,55,52,54,65,64,80
"2015","La Liga","Unai López","MF","26-101","Rayo Vallecano",0.3,7.6,52,58,52,53,69,64,80
"2016","La Liga","Unai Vencedor Paris","MF","21-085","Athletic Club",0.8,16.6,51,57,53,52,65,64,80
"2017","La Liga","Yusuf Demir","FW","18-251","Barcelona",0.1,2.1,51,51,51,56,66,64,80
"2018","Bundesliga","Ajdin Hrustic","MF","25-218","Eint Frankfurt",0.6,5.7,56,56,52,51,68,64,80
"2019","Bundesliga","Alexis Tibidi","FW","18-097","Stuttgart",0.3,3.1,51,51,52,52,61,64,80
"2020","Bundesliga","Amadou Haidara","MF","24-008","RB Leipzig",0.9,10,53,57,52,54,66,64,80
"2021","Bundesliga","Angelo Stiller","MF","20-310","Hoffenheim",0.8,9.9,52,56,53,52,66,64,80
"2022","Bundesliga","Anton Stach","MF","23-085","Mainz 05",0.7,10.4,53,56,58,52,68,64,80
"2023","Bundesliga","Bartosz Bialek","FW","20-089","Wolfsburg",0,0.4,50,50,54,50,67,64,80
"2024","Bundesliga","Charles Aránguiz","MF","32-297","Leverkusen",0.9,8.6,52,56,54,52,70,64,80
"2025","Bundesliga","Christoph Baumgartner","MF","22-191","Hoffenheim",3.9,10,56,54,53,52,64,64,80
"2026","Bundesliga","Daniel Caligiuri","MF","34-024","Augsburg",2.5,12.6,54,55,52,54,67,64,80
"2027","Bundesliga","Denis Zakaria","MF","25-080","M'Gladbach",1,15.5,52,56,55,54,65,64,80
"2028","Bundesliga","Dennis Geiger","MF","23-243","Hoffenheim",0.8,12.5,52,56,53,50,66,64,80
"2029","Bundesliga","Djibril Sow","MF","25-002","Eint Frankfurt",0.5,18.9,51,57,54,51,66,64,80
"2030","Bundesliga","Dominik Kohr","MF","28-008","Mainz 05",0.7,8.7,52,57,55,51,66,64,80
"2031","Bundesliga","Eduard Löwen","MF","25-011","Bochum",1.5,11,53,56,54,52,68,64,80
"2032","Bundesliga","Ellyes Skhiri","MF","26-274","Köln",1.9,8.6,54,55,56,53,66,64,80
"2033","Bundesliga","Emre Can","MF","28-027","Dortmund",1.6,8.1,53,58,53,53,68,64,80
"2034","Bundesliga","Exequiel Palacios","MF","23-126","Leverkusen",0,7.4,50,57,57,52,68,64,80
"2035","Bundesliga","Felix Kalu Nmecha","MF","21-121","Wolfsburg",0.3,2.3,55,54,54,54,67,64,80
"2036","Bundesliga","Florian Kainz","MF","29-107","Köln",2.5,16.4,53,56,54,54,61,64,80
"2037","Bundesliga","Florian Neuhaus","MF","24-329","M'Gladbach",2.7,11.6,56,57,53,52,64,64,80
"2038","Bundesliga","Gio Reyna","MF","19-087","Dortmund",1.1,2.8,59,54,51,54,66,64,80
"2039","Bundesliga","Iker Bravo","FW","17-026","Leverkusen",0,0.1,50,50,58,50,66,64,80
"2040","Bundesliga","Ilaix Moriba","MF","19-020","RB Leipzig",0,0.4,55,57,57,50,67,64,80
"2041","Bundesliga","Jean-Paul Boëtius","MF","27-323","Mainz 05",1.2,12.7,52,57,52,53,68,64,80
"2042","Bundesliga","Jonas Hofmann","MF","29-209","M'Gladbach",5.2,14.1,57,56,52,52,68,64,80
"2043","Bundesliga","Joscha Wosz","DF","19-203","RB Leipzig",0,0.1,50,50,50,50,60,64,80
"2044","Bundesliga","Josep Martinez","GK","23-257","RB Leipzig",0,1,50,51,50,50,53,71,80
"2045","Bundesliga","Jude Bellingham","MF","18-224","Dortmund",3.5,18,54,56,52,55,68,64,80
"2046","Bundesliga","Julian Baumgartlinger","MF","34-037","Leverkusen",0,0.1,50,57,66,50,75,64,80
"2047","Bundesliga","Keita Endo","MF","24-078","Union Berlin",0.1,0.4,59,55,55,50,66,64,80
"2048","Bundesliga","Kerem Demirbay","MF","28-220","Leverkusen",2.9,16.2,53,58,54,53,68,64,80
"2049","Bundesliga","Kevin Kampl","MF","31-122","RB Leipzig",0.5,14.6,51,59,53,52,67,64,80
"2050","Bundesliga","Kevin Möhwald","MF","28-220","Union Berlin",0.2,1.5,54,56,53,52,68,64,80
"2051","Bundesliga","Kouadio Koné","MF","20-267","M'Gladbach",0.6,13.7,52,56,55,56,68,64,80
"2052","Bundesliga","Lars Stindl","MF","33-166","M'Gladbach",5.1,14.3,55,56,52,51,67,64,80
"2053","Bundesliga","Lee Jae-sung","MF","29-182","Mainz 05",2.8,12.1,54,55,53,51,66,64,80
"2054","Bundesliga","Louis Schaub","MF","27-041","Köln",0.7,5.2,53,56,53,56,70,64,80
"2055","Bundesliga","Mahmoud Dahoud","MF","26-038","Dortmund",0.9,13.3,52,58,54,53,67,64,80
"2056","Bundesliga","Marc Roca","MF","25-074","Bayern Munich",0.1,3.7,51,57,53,52,71,64,80
"2057","Bundesliga","Marcel Sabitzer","MF","27-328","Bayern Munich",0.7,5.7,53,58,53,50,69,64,80
"2058","Bundesliga","Marco Reus","MF","32-253","Dortmund",7.3,19,55,57,53,54,66,64,80
"2059","Bundesliga","Matej Maglica","DF","23-136","Stuttgart",0,0.1,50,50,50,50,51,64,80
"2060","Bundesliga","Maximilian Arnold","MF","27-257","Wolfsburg",1.1,20.5,52,57,54,50,66,64,80
"2061","Bundesliga","Nadiem Amiri","MF","25-104","Leverkusen",0.5,4.1,54,55,53,54,65,64,80
"2062","Bundesliga","Ondrej Duda","MF","27-065","Köln",3.1,14.4,55,55,53,56,65,64,80
"2063","Bundesliga","Paul Seguin","MF","26-316","Greuther Fürth",0.4,18,51,57,53,52,64,64,80
"2064","Bundesliga","Robert Andrich","MF","27-139","Leverkusen",2.6,12.5,54,56,57,51,66,64,80
"2065","Bundesliga","Sebastian Rode","MF","31-120","Eint Frankfurt",0.4,5.3,52,59,53,50,68,64,80
"2066","Bundesliga","Sebastian Rudy","MF","31-345","Hoffenheim",1.3,6.7,54,55,54,50,66,64,80
"2067","Bundesliga","Silas Katompa","FW","23-125","Stuttgart",0.1,2.2,51,50,52,57,67,64,80
"2068","Bundesliga","Stefan Ortega","GK","29-094","Arminia",0,20,50,52,50,50,57,72,80
"2069","Bundesliga","Stephan Fürstner","MF","34-150","Mainz 05",0,0.1,50,57,62,50,72,64,80
"2070","Bundesliga","Thomas Delaney","MF","30-158","Dortmund",0,0.2,50,60,56,50,64,64,80
"2071","Bundesliga","Timo Horn","GK","28-272","Köln",0,12,50,50,50,50,55,71,80
"2072","Bundesliga","Tyler Adams","MF","22-359","RB Leipzig",0.2,11.3,50,57,54,51,69,64,80
"2073","Bundesliga","Vincenzo Grifo","MF","28-307","Freiburg",6,18.4,55,57,52,53,62,64,80
"2074","Bundesliga","Vladimír Darida","MF","31-184","Hertha BSC",0.9,12,52,56,54,52,65,64,80
"2075","Bundesliga","Wataru Endo","MF","28-364","Stuttgart",1.6,20.8,52,56,54,53,68,64,80
"2076","Bundesliga","Xaver Schlager","MF","24-133","Wolfsburg",0.1,2.6,51,58,53,52,66,64,80
"2077","Bundesliga","Yannick Gerhardt","MF","27-332","Wolfsburg",1,10.5,52,56,53,53,67,64,80
"2078","Ligue 1","Adil Aouchiche","MF","19-208","Saint-Étienne",0.6,7.8,53,56,53,54,70,64,80
"2079","Ligue 1","Aimen Moueffek","MF","20-305","Saint-Étienne",0.1,4.1,51,56,53,55,69,64,80
"2080","Ligue 1","Alexander Nübel","GK","25-131","Monaco",0,23,50,50,50,50,54,72,80
"2081","Ligue 1","Alexis Claude-Maurice","MF","23-247","Nice",0.5,2.1,55,56,53,54,63,64,80
"2082","Ligue 1","Amine Bassi","MF","24-073","Metz",0.2,2,53,58,54,52,67,64,80
"2083","Ligue 1","Angelo Fulgini","MF","25-172","Angers",4.5,20.3,54,55,51,55,63,64,80
"2084","Ligue 1","Arnaud Kalimuendo","FW","20-018","Paris S-G",0,0.1,50,50,50,50,77,64,80
"2085","Ligue 1","Assane Dioussé","MF","24-141","Saint-Étienne",0,0.3,50,57,56,50,78,64,80
"2086","Ligue 1","Benjamin André","MF","31-189","Lille",0.7,19.5,51,57,56,52,70,64,80
"2087","Ligue 1","Benjamin Bourigeaud","MF","28-025","Rennes",2.7,21.3,53,58,53,51,65,64,80
"2088","Ligue 1","Boubacar Kamara","MF","22-077","Marseille",0.8,17,51,58,54,51,69,64,80
"2089","Ligue 1","Calvin Stengs","MF","23-052","Nice",2.6,8.7,54,55,53,54,63,64,80
"2090","Ligue 1","Charles Abi","FW","21-302","Saint-Étienne",0,0.5,50,50,50,50,65,64,80
"2091","Ligue 1","Cheick Doucouré","MF","22-031","Lens",1.1,18.9,52,59,52,52,66,64,80
"2092","Ligue 1","Danilo Pereira","MF","30-152","Paris S-G",2.1,11.8,54,55,55,51,65,64,80
"2093","Ligue 1","Dylan Chambost","MF","24-173","Troyes",0.5,7.2,52,56,52,51,67,64,80
"2094","Ligue 1","Edon Zhegrova","MF","22-314","Lille",0,0.1,50,57,62,50,60,64,80
"2095","Ligue 1","Edouard Michut","MF","18-341","Paris S-G",0,0.3,50,58,62,50,68,64,80
"2096","Ligue 1","Enzo Le Fée","MF","22-005","Lorient",0.7,14.8,52,56,53,54,70,64,80
"2097","Ligue 1","Florian Tardieu","MF","29-292","Troyes",0.3,15.2,51,59,54,51,67,64,80
"2098","Ligue 1","Gaël Kakuta","MF","30-232","Lens",2.4,13.9,54,57,51,53,66,64,80
"2099","Ligue 1","Grejohn Kyei","FW","26-180","Clermont Foot",0,0.3,50,50,52,54,73,64,80
"2100","Ligue 1","Houssem Aouar","MF","23-223","Lyon",5.7,18.7,56,56,52,57,66,64,80
"2101","Ligue 1","Ibrahima Sissoko","MF","24-104","Strasbourg",1.8,17.1,52,56,54,53,64,64,80
"2102","Ligue 1","Idrissa Gana Gueye","MF","32-135","Paris S-G",1,12.1,53,58,53,53,71,64,80
"2103","Ligue 1","Ilan Kebbal","MF","23-214","Reims",0.9,13.6,52,57,51,55,65,64,80
"2104","Ligue 1","Jason Mbock","FW","22-099","Angers",0,0.2,50,50,55,50,81,64,80
"2105","Ligue 1","Jean Lucas","MF","23-231","Monaco",1,10.1,53,55,52,55,69,64,80
"2106","Ligue 1","Jean Onana","MF","22-031","Bordeaux",0.4,9.7,52,56,57,52,70,64,80
"2107","Ligue 1","Jeremy Doku","MF","19-257","Rennes",0.8,4.4,53,55,52,63,65,64,80
"2108","Ligue 1","Jonas Martin","MF","31-305","Rennes",0.7,13.7,52,59,53,51,67,64,80
"2109","Ligue 1","Jonathan Ikone","MF","23-282","Lille",2.3,11.8,54,55,52,56,64,64,80
"2110","Ligue 1","Jordan Ferri","MF","29-333","Montpellier",0.2,20.4,50,59,53,52,69,64,80
"2111","Ligue 1","Junior Dina Ebimbe","MF","21-079","Paris S-G",0.1,2.7,52,56,53,54,72,64,80
"2112","Ligue 1","Kamaldeen Sulemana","MF","19-358","Rennes",2.6,11.2,56,54,51,62,63,64,80
"2113","Ligue 1","Kamory Doumbia","FW","18-355","Reims",0,0.3,50,52,50,50,67,64,80
"2114","Ligue 1","Khéphren Thuram-Ulie","MF","20-319","Nice",2.1,11.5,53,57,54,53,65,64,80
"2115","Ligue 1","Laurent Abergel","MF","29-007","Lorient",1.7,20.3,52,56,53,54,70,64,80
"2116","Ligue 1","Lebo Mothiba","FW","26-011","Troyes",0,0.5,50,50,57,50,62,64,80
"2117","Ligue 1","Lenny Joseph","FW","21-119","Metz",0,0.9,50,50,51,53,69,64,80
"2118","Ligue 1","Mamadou Camara","FW","21-001","Troyes",0,0.4,50,50,50,50,65,64,80
"2119","Ligue 1","Mathys Saban","FW","19-269","Saint-Étienne",0,0.8,50,53,50,50,62,64,80
"2120","Ligue 1","Maxence Caqueret","MF","21-358","Lyon",0.8,18.9,51,58,54,53,70,64,80
"2121","Ligue 1","Maxence Rivera","FW","19-254","Saint-Étienne",0,0.1,50,50,68,50,72,64,80
"2122","Ligue 1","Mitchell van Bergen","FW","22-165","Reims",0.4,5.8,52,51,51,53,63,64,80
"2123","Ligue 1","Moreto Cassamã","MF","23-357","Reims",1.1,8.6,54,56,52,53,64,64,80
"2124","Ligue 1","Morgan Schneiderlin","MF","32-092","Nice",0.2,2.5,51,58,55,53,69,64,80
"2125","Ligue 1","Nabil Bentaleb","MF","27-076","Angers",0.1,2.4,51,56,55,57,75,64,80
"2126","Ligue 1","Pape Gueye","MF","23-015","Marseille",0.5,7.6,52,58,55,51,67,64,80
"2127","Ligue 1","Pedro Chirivella","MF","24-261","Nantes",0.8,20.4,51,58,52,51,67,64,80
"2128","Ligue 1","Pierre-Yves Hamel","FW","28-005","Lorient",0,0.3,50,51,55,50,62,64,80
"2129","Ligue 1","Romain Faivre","MF","23-209","Brest",6.2,19.9,55,56,52,56,64,64,80
"2130","Ligue 1","Rominigue Kouamé","MF","25-053","Troyes",1.5,19.8,52,57,53,53,65,64,80
"2131","Ligue 1","Ryad Boudebouz","MF","31-354","Saint-Étienne",0.6,13.5,52,58,52,55,65,64,80
"2132","Ligue 1","Sambou Sissoko","MF","22-287","Reims",0.2,1.1,54,55,61,52,75,64,80
"2133","Ligue 1","Seko Fofana","MF","26-277","Lens",5.3,22.8,56,54,52,55,64,64,80
"2134","Ligue 1","Sekou Yansané","FW","18-286","Paris S-G",0,0.2,50,50,56,50,63,64,80
"2135","Ligue 1","Sofiane Diop","MF","21-244","Monaco",5,17.4,55,56,52,55,67,64,80
"2136","Ligue 1","Thiago Mendes","MF","29-330","Lyon",0.4,9.5,52,57,55,51,68,64,80
"2137","Ligue 1","Thomas Mangani","MF","34-285","Angers",4.2,18.6,53,57,54,51,69,64,80
"2138","Ligue 1","Tristan Dingomé","MF","30-356","Troyes",0.8,8.4,54,57,52,53,64,64,80
"2139","Ligue 1","Wylan Cyprien","MF","27-011","Nantes",0.4,7.5,52,56,52,52,66,64,80
"2140","Ligue 1","Yusuf Yazici","MF","25-010","Lille",0.9,5.7,54,56,52,53,65,64,80
"2141","Serie A","Aaron Ramsey","MF","31-044","Juventus",0,1.1,50,56,52,50,60,64,79
"2142","Serie A","Abdoulaye Touré","MF","27-342","Genoa",0.2,4.8,51,53,55,54,65,64,79
"2143","Serie A","Adrien Rabiot","MF","26-311","Juventus",1,13,52,53,53,53,68,64,79
"2144","Serie A","Adrien Silva","MF","32-330","Sampdoria",0.3,12,51,55,55,52,67,64,79
"2145","Serie A","Aimar Sher","MF","19-050","Spezia",0,0.5,50,56,60,50,69,64,79
"2146","Serie A","Alberto Grassi","MF","26-338","Cagliari",0.7,12,52,53,55,52,63,64,79
"2147","Serie A","Albin Ekdal","MF","32-195","Sampdoria",0.7,12.6,52,55,54,52,65,64,79
"2148","Serie A","Alessandro Deiola","MF","26-191","Cagliari",1,15,52,53,53,51,63,64,79
"2149","Serie A","Andrea Schiavone","MF","28-350","Salernitana",0.3,6.3,51,54,55,50,66,64,79
"2150","Serie A","Antonio Vacca","MF","31-271","Venezia",0,8.3,50,55,56,52,69,64,79
"2151","Serie A","Ben Lhassine Kone","MF","21-331","Torino",0,0.9,50,54,57,50,69,64,79
"2152","Serie A","Christian Oliva","MF","25-252","Cagliari",0,0.5,50,54,53,50,71,64,79
"2153","Serie A","Daan Heymans","MF","22-238","Venezia",0.1,2.8,52,54,53,52,63,64,79
"2154","Serie A","Damir Ceter","FW","24-098","Cagliari",0,0.1,50,50,50,50,53,64,79
"2155","Serie A","Daniel Maldini","MF","20-120","Milan",0.2,1.6,56,52,52,52,64,64,79
"2156","Serie A","Daniele Baselli","MF","29-333","Torino",0.3,1.7,51,55,55,51,67,64,79
"2157","Serie A","Dennis Praet","MF","27-270","Torino",2.1,11.8,54,54,51,52,61,64,79
"2158","Serie A","Diego Perotti","FW","33-197","Salernitana",0,0.3,50,50,50,50,50,64,79
"2159","Serie A","Domen Crnigoj","MF","26-082","Venezia",1.4,12.1,53,53,55,51,63,64,79
"2160","Serie A","Dor Peretz","MF","26-267","Venezia",0.7,3.7,52,53,53,51,65,64,79
"2161","Serie A","Ebrima Darboe","MF","20-247","Roma",0,0.7,51,55,54,50,65,64,79
"2162","Serie A","Eddie Salcedo","MF","20-130","Spezia",1.4,4.5,55,54,53,52,59,64,79
"2163","Serie A","Erick Pulgar","MF","28-024","Fiorentina",0.1,3.8,51,56,54,52,65,64,79
"2164","Serie A","Ethan Ampadu","MF","21-147","Venezia",0.1,13.1,50,55,56,51,65,64,79
"2165","Serie A","Fabio Depaoli","MF","24-290","Sampdoria",0,1.2,50,54,53,54,69,64,79
"2166","Serie A","Filippo Melegoni","MF","22-355","Genoa",0.1,3.2,53,53,52,52,67,64,79
"2167","Serie A","Francesco Di Mariano","FW","25-294","Venezia",0,0.7,50,50,52,50,58,64,79
"2168","Serie A","Francesco Di Tacchio","MF","31-294","Salernitana",0.4,13.9,51,55,55,51,63,64,79
"2169","Serie A","Franck Ribéry","MF","38-307","Salernitana",0.5,11.7,51,56,51,54,62,64,79
"2170","Serie A","Gaetano Castrovilli","MF","24-356","Fiorentina",0.6,7,52,54,53,52,62,64,79
"2171","Serie A","Gianluca Busio","MF","19-256","Venezia",0.8,16.4,51,55,54,50,67,64,79
"2172","Serie A","Gianluca Gaetano","MF","21-279","Napoli",0,0.2,50,54,70,50,79,64,79
"2173","Serie A","Giulio Maggiore","MF","23-333","Spezia",2.4,19.6,52,55,53,52,64,64,79
"2174","Serie A","Gonzalo Escalante","MF","28-318","Lazio",0,0.1,50,50,85,50,78,64,79
"2175","Serie A","Grigoris Kastanos","MF","24-009","Salernitana",0.9,10.2,53,55,53,52,62,64,79
"2176","Serie A","Ivan Ilic","MF","20-328","Hellas Verona",1.4,16.7,52,55,54,52,65,64,79
"2177","Serie A","Jacopo Sala","MF","30-065","Spezia",0.1,8.1,51,55,54,52,66,64,79
"2178","Serie A","Jeroen Zoet","GK","31-033","Spezia",0,7,50,50,50,50,55,70,79
"2179","Serie A","Juan Musso","GK","27-278","Atalanta",0,20.6,50,50,50,50,54,69,79
"2180","Serie A","Kaio Jorge","MF","20-015","Juventus",0.9,1.3,58,52,52,52,64,64,79
"2181","Serie A","Karol Linetty","MF","27-006","Torino",0.9,8.4,52,53,51,51,64,64,79
"2182","Serie A","Kevin Strootman","MF","31-360","Cagliari",0,7.1,50,56,56,51,66,64,79
"2183","Serie A","Kingsley Michael","MF","22-166","Bologna",0,0.8,52,54,55,50,67,64,79
"2184","Serie A","Kristjan Asllani","MF","19-336","Empoli",0,2.1,50,55,56,54,68,64,79
"2185","Serie A","Liam Henderson","MF","25-289","Empoli",2.2,17.2,54,55,51,50,65,64,79
"2186","Serie A","Lucas Leiva","MF","35-030","Lazio",0.1,11,50,56,54,51,69,64,79
"2187","Serie A","Mamadou Coulibaly","MF","23-005","Salernitana",1.1,8.2,53,54,54,54,66,64,79
"2188","Serie A","Matheus Henrique","MF","24-051","Sassuolo",0.1,3.3,51,56,52,54,65,64,79
"2189","Serie A","Mato Jajalo","MF","33-259","Udinese",0.4,3.5,52,55,54,51,64,64,79
"2190","Serie A","Mattias Svanberg","MF","23-034","Bologna",1.5,19.7,53,54,53,52,63,64,79
"2191","Serie A","Mehdi Bourabia","MF","30-185","Spezia",0,2.8,52,53,56,54,65,64,79
"2192","Serie A","Michel Aebischer","MF","25-033","Bologna",0,0.1,50,54,62,50,83,64,79
"2193","Serie A","Mickaël Cuisance","MF","22-176","Venezia",0,3.2,50,54,54,54,67,64,79
"2194","Serie A","Mikael","FW","22-256","Salernitana",0,0.2,50,50,50,50,50,64,79
"2195","Serie A","Milan Badelj","MF","32-348","Genoa",0.2,19.7,50,55,56,53,65,64,79
"2196","Serie A","Morten Thorsby","MF","25-279","Sampdoria",2.5,21.1,52,53,53,50,64,64,79
"2197","Serie A","Nahitan Nández","MF","26-042","Cagliari",0.7,14.9,51,54,52,53,65,64,79
"2198","Serie A","Nicolas Haas","MF","26-016","Empoli",0.3,11.1,51,56,53,50,68,64,79
"2199","Serie A","Rade Krunic","MF","28-124","Milan",0.8,11.7,51,54,54,52,63,64,79
"2200","Serie A","Razvan Marin","MF","25-261","Cagliari",0.8,21.8,51,56,52,51,64,64,79
"2201","Serie A","Riccardo Ciervo","MF","19-313","Sampdoria",0.1,2.5,52,53,54,52,63,64,79
"2202","Serie A","Roberto Pereyra","MF","31-032","Udinese",1.5,11.3,52,55,51,53,63,64,79
"2203","Serie A","Ronaldo Vieira","MF","23-204","Sampdoria",0,0.3,50,55,55,50,74,64,79
"2204","Serie A","Stefano Sensi","MF","26-187","Inter",0.3,1.9,52,55,51,53,67,64,79
"2205","Serie A","Szymon Zurkowski","MF","24-136","Empoli",2.6,14.2,55,54,54,54,65,64,79
"2206","Serie A","Tanner Tessmann","MF","20-137","Venezia",0.7,5.9,52,54,55,54,66,64,79
"2207","Serie A","Tolgay Arslan","MF","31-176","Udinese",1.1,13.4,53,55,53,53,63,64,79
"2208","Serie A","Toma Bašic","MF","25-075","Lazio",1.4,7.1,53,53,53,51,64,64,79
